Product,Retailer,Price,URL,Best Price
"LG 65"" 4K Smart evo C4 OLED TV - OLED65C4PUA",Tanguay,2013.74,https://www.tanguay.ca/en/prod2/28/electronics/R/tv-&-home-theatre/TELE/televisions/T6069/60---69-inch-tvs/0852510/,
"LG 86"" UHD 4K Smart LED TV - 86UT7590PUA",Best_Buy,1399.99,https://www.bestbuy.ca/en-ca/product/lg-86-4k-uhd-hdr-led-webos-ai-thinq-smart-tv-86ut7590pua-2024/17924093,
"LG 86"" UHD 4K Smart LED TV - 86UT7590PUA",Terpermans,1399.99,https://www.teppermans.com/lg-86-4k-uhd-smart-led-webos24-intelligent-processor-86ut7590pua,
"LG 86"" UHD 4K Smart LED TV - 86UT7590PUA",Tanguay,1212.75,https://www.tanguay.ca/en/prod2/28/electronics/R/tv-&-home-theatre/TELE/televisions/T80UP/80-inch-and-larger-tvs/0852503_DEMO/,✅
"SONY 75"" X77L 4K HDR LED TV Google TV - KD75X77L",Amazon,1198.0,https://www.amazon.ca/Sony-Assistant-Exclusive-Playstation-KD75X77L/dp/B0BZF5B6SK/ref=vo_sr_l_dp?dib=eyJ2IjoiMSJ9.qzr4yr20AwkzpnovXL5SJTeme5JSQFHhecqctyFoPjsTnQa-vDZQUx6EjUtO-0Hl7Du7dFH5R5BTUX5WK2WOjMyGVTJWNTEW2NVRHg3yAdj9NhfsaWXX4WiFYoWymfA1IchLUGUPmkY1kbw6rVjwKjqru6JzO3On9DfyIDI_HOw.0N1JJyPq0Ulf8MxVFoQwU5nSOdcGkrh751kctyZs4L8&dib_tag=se&keywords=KD75X77L&qid=1748300490&sr=8-1&th=1,✅
"SONY 75"" X77L 4K HDR LED TV Google TV - KD75X77L",Best_Buy,1199.99,https://www.bestbuy.ca/en-ca/product/sony-75-4k-uhd-hdr-led-smart-google-tv-kd75x77l/17080859,
"LG 55"" QNED80 4K Smart QLED TV - 55QNED80TUC",Amazon,749.99,https://www.amazon.ca/LG-55-Inch-QNED80-NanoCell-Quantum/dp/B0D3WL9QS3/ref=vo_sr_l_dp?dib=eyJ2IjoiMSJ9.s_bjH9Aqoz9W631hWPG23ZHIPGI6IdhLb4AEMKQMzAg6WtFxwDb00Ywfsi6zJWG0pkXNvwtvQevr7_myRPESIw.HCpH7ZA4djK80QsX8d421ZqqEb5ff8_-aLTQRtZzLl0&dib_tag=se&keywords=55QNED80TUC&qid=1748300625&sr=8-1&th=1,
"LG 55"" QNED80 4K Smart QLED TV - 55QNED80TUC",Tanguay,612.75,https://www.tanguay.ca/en/prod2/28/electronics/R/tv-&-home-theatre/TELE/televisions/T5559/55---59-inch-tvs/0852665_DEMO/,✅
Samsung 65” OLED 4K Tizen Smart TV S90D - QN65S90DAFXZC,Tanguay,1612.75,https://www.tanguay.ca/en/prod2/28/electronics/R/tv-&-home-theatre/TELE/televisions/T6069/60---69-inch-tvs/0847102_DEMO/,✅
Samsung 75” 4K Tizen Smart QLED TV - QN75Q80DAFXZC,Amazon,1998.0,https://www.amazon.ca/SAMSUNG-75-Inch-Quantum-Tracking-Q-Symphony/dp/B0CXZPHB58/ref=vo_sr_l_dp?dib=eyJ2IjoiMSJ9.UUF8-ZgXTXuvn_uOIx3Bk9jxThaRhtK_hbbuEByBJTnLVK8w1bvoy6nAEC6105HmtAC_joVuZmceHdlxu9GoL8kEdEBDgz3hsvINEvPUufbQufqM8SU1oixO1lz-2TfBHXQhrzrLdv3N8es-ExkDcGgUexlO_GnxZuBAhqkYURxtXSwTkQcgi79tJJfBCsk2.BszCx18pKxC9I9EASE5cjFvAQQPdkrqC1rQgylwetl0&dib_tag=se&keywords=QN75Q80DAFXZC&qid=1748300945&sr=8-1&th=1,✅
Samsung 65” 4K Tizen Smart QLED TV - QN65Q80DAFXZC,Amazon,1496.98,https://www.amazon.ca/SAMSUNG-65-Inch-Quantum-Tracking-Q-Symphony/dp/B0CXZZN3VY/ref=vo_sr_l_dp?dib=eyJ2IjoiMSJ9.w2N8wy0flgd5pFvONNyrZOAi82-djEglkzbASiJGqrpd8vMMNPjNwJ4LuXNMykgmlmK2PurxCPPWqMiSirZqOu0YWxOF8IpMgej-cLUJVC0hXyf1rbtAoWmbv1N8hITQDlCT0ZXVtnZCkRmQvlc2kg.ydMQGtvSthdEt4RthvJPk9FzZ57Gh1qdL9V5IHVE3N8&dib_tag=se&keywords=QN65Q80DAFXZC&qid=1748301098&sr=8-1&th=1,✅
Samsung 65” 4K Tizen Smart QLED TV - QN65Q80DAFXZC,Best_Buy,1499.99,https://www.bestbuy.ca/en-ca/product/samsung-65-4k-uhd-hdr-qled-tizen-os-smart-tv-qn65q80dafxzc-2024/17857407,
Samsung 65” 4K Tizen Smart QLED TV - QN65Q80DAFXZC,Tanguay,1513.74,https://www.tanguay.ca/en/prod2/28/electronics/R/tv-&-home-theatre/TELE/televisions/T6069/60---69-inch-tvs/0848958/,
Samsung 65” 4K Tizen Smart CUHD TV - UN65DU7100FXZC,Amazon,799.99,https://www.amazon.ca/SAMSUNG-Processor-Tracking-Q-Symphony-Upscaling/dp/B0CY1F4YZ3/ref=vo_sr_l_dp?dib=eyJ2IjoiMSJ9.DKIsD3qkqRorwFXYu_5kALvfTpkXiT2D1OiyqG3h7DiYqL2szM2TNUKOlVDdKcrBeYht_ciGFmpzpEMp-L7MbuynbdyqJL4UL0IS46VidHIX7USM1lynSQ2l2AVyctIdpcAiiZ7aT-DyB02dRIdggrLBmYdEO4LPE3eg-pRSi2OdyLiGjm4HGW5Y1QbdWqCR.PNs1FLFP4aqSiw10MfkvT1LKw03dwf5Vf5lQkjuZ7fI&dib_tag=se&keywords=UN65DU7100FXZC&qid=1748301278&sr=8-1&th=1,
Samsung 65” 4K Tizen Smart CUHD TV - UN65DU7100FXZC,Terpermans,798.0,https://www.teppermans.com/samsung-65-4k-crystal-uhd-led-hdr-pur-color-smart-tv-un65du7100fxzc,
Samsung 65” 4K Tizen Smart CUHD TV - UN65DU7100FXZC,Tanguay,712.75,https://www.tanguay.ca/en/prod2/28/electronics/R/tv-&-home-theatre/TELE/televisions/T6069/60---69-inch-tvs/0848945_DEMO/,✅
Samsung 75” 4K Tizen Smart CUHD TV - UN75DU8000FXZC,Amazon,899.0,https://www.amazon.ca/Samsung-75-Inch-Processor-Tracking-Q-Symphony/dp/B0DZ82N1G2/ref=vo_sr_l_dp?dib=eyJ2IjoiMSJ9.lwo7hBwJlitjdl_1PlfyyizCxp5qQfF99RNyllR12-opikJPiZLGqQ5c3tbe5vzBOnRjQhsrK6S-qmTwOt2GM7w7r26-kr8ZsZxv76lkbyQ.3-7w6u1-_V8XlGFtpQMTBMoOrdGlD3oVdaM9FsLp8_o&dib_tag=se&keywords=UN75DU8000FXZC&qid=1748301419&sr=8-1&th=1,✅
Samsung 75” 4K Tizen Smart CUHD TV - UN75DU8000FXZC,Tanguay,1513.74,https://www.tanguay.ca/en/prod2/28/electronics/R/tv-&-home-theatre/TELE/televisions/T7079/70---79-inch-tvs/0848954/,
